"","plant_sp","site","year","week_num","block","species","common.NAme","tot_flw","avg_flor_area","tot_flor_area","avg_tall_flw","per_tar_cov","avg_fw","bloom_prd","chroma","hue","categorical","pol.unit","nectar"
"607","DAPU5","SWMREC",2016,31,3,"Dalea purpurea","Purple Prairie Clover",36,1.7288,62.2368,52.5,"20",0.7,"middle",0.313833156,323.1311076,"purple",68,0
"608","DAPU5","NWMHRC",2016,32,4,"Dalea purpurea","Purple Prairie Clover",126,1.7288,217.8288,85,"25",0.84,"middle",0.313833156,323.1311076,"purple",68,0
"609","DAPU5","NWMHRC",2016,32,2,"Dalea purpurea","Purple Prairie Clover",14,1.7288,24.2032,82,"5",0.84,"middle",0.313833156,323.1311076,"purple",68,0
"610","DAPU5","NWMHRC",2016,32,3,"Dalea purpurea","Purple Prairie Clover",67,1.7288,115.8296,82,"20",0.84,"middle",0.313833156,323.1311076,"purple",68,0
"611","DAPU5","SWMREC",2015,33,2,"Dalea purpurea","Purple Prairie Clover",18,1.7288,31.1184,72,"40",0.7,"middle",0.313833156,323.1311076,"purple",68,0
"612","DAPU5","SWMREC",2016,29,3,"Dalea purpurea","Purple Prairie Clover",11,1.7288,19.0168,61,"35",0.7,"middle",0.313833156,323.1311076,"purple",68,0
"613","DAPU5","SWMREC",2016,31,2,"Dalea purpurea","Purple Prairie Clover",50,1.7288,86.44,74,"80",0.7,"middle",0.313833156,323.1311076,"purple",68,0
"614","DAPU5","NWMHRC",2016,33,4,"Dalea purpurea","Purple Prairie Clover",54,1.7288,93.3552,73,"40",0.84,"middle",0.313833156,323.1311076,"purple",68,0
"615","DAPU5","CRC",2015,37,2,"Dalea purpurea","Purple Prairie Clover",23,1.7288,39.7624,67,"45",0.96,"late",0.313833156,323.1311076,"purple",68,0
"616","DAPU5","NWMHRC",2015,34,2,"Dalea purpurea","Purple Prairie Clover",6,1.7288,10.3728,63,"15",0.84,"middle",0.313833156,323.1311076,"purple",68,0
"617","DAPU5","SWMREC",2015,33,1,"Dalea purpurea","Purple Prairie Clover",11,1.7288,19.0168,74,"25",0.7,"middle",0.313833156,323.1311076,"purple",68,0
"618","DAPU5","SWMREC",2015,31,3,"Dalea purpurea","Purple Prairie Clover",14,1.7288,24.2032,69,"15",0.7,"middle",0.313833156,323.1311076,"purple",68,0
"619","DAPU5","NWMHRC",2016,33,1,"Dalea purpurea","Purple Prairie Clover",36,1.7288,62.2368,79,"10",0.84,"middle",0.313833156,323.1311076,"purple",68,0
"620","DAPU5","CRC",2015,37,1,"Dalea purpurea","Purple Prairie Clover",14,1.7288,24.2032,59,"25",0.96,"late",0.313833156,323.1311076,"purple",68,0
"621","DAPU5","SWMREC",2016,31,4,"Dalea purpurea","Purple Prairie Clover",28,1.7288,48.4064,61,"40",0.7,"middle",0.313833156,323.1311076,"purple",68,0
"622","DAPU5","SWMREC",2016,29,4,"Dalea purpurea","Purple Prairie Clover",5,1.7288,8.644,62.5,"40",0.7,"middle",0.313833156,323.1311076,"purple",68,0
"623","DAPU5","CRC",2015,39,3,"Dalea purpurea","Purple Prairie Clover",39,1.7288,67.4232,60,"25",0.96,"late",0.313833156,323.1311076,"purple",68,0
"624","DAPU5","NWMHRC",2015,33,3,"Dalea purpurea","Purple Prairie Clover",15,1.7288,25.932,51,"10",0.84,"middle",0.313833156,323.1311076,"purple",68,0
"625","DAPU5","SWMREC",2016,30,2,"Dalea purpurea","Purple Prairie Clover",165,1.7288,285.252,76,"70",0.7,"middle",0.313833156,323.1311076,"purple",68,0
"626","DAPU5","SWMREC",2015,33,4,"Dalea purpurea","Purple Prairie Clover",9,1.7288,15.5592,74,"20",0.7,"middle",0.313833156,323.1311076,"purple",68,0
"627","DAPU5","SWMREC",2016,29,2,"Dalea purpurea","Purple Prairie Clover",51,1.7288,88.1688,75,"70",0.7,"middle",0.313833156,323.1311076,"purple",68,0
"628","DAPU5","SWMREC",2016,29,1,"Dalea purpurea","Purple Prairie Clover",50,1.7288,86.44,59,"50",0.7,"middle",0.313833156,323.1311076,"purple",68,0
"629","DAPU5","SWMREC",2016,31,1,"Dalea purpurea","Purple Prairie Clover",44,1.7288,76.0672,60.5,"25",0.7,"middle",0.313833156,323.1311076,"purple",68,0
"630","DAPU5","SWMREC",2016,30,1,"Dalea purpurea","Purple Prairie Clover",107,1.7288,184.9816,58.5,"60",0.7,"middle",0.313833156,323.1311076,"purple",68,0
"631","DAPU5","CRC",2015,39,2,"Dalea purpurea","Purple Prairie Clover",41,1.7288,70.8808,65,"45",0.96,"late",0.313833156,323.1311076,"purple",68,0
"632","DAPU5","CRC",2015,38,3,"Dalea purpurea","Purple Prairie Clover",76,1.7288,131.3888,62,"25",0.96,"late",0.313833156,323.1311076,"purple",68,0
"633","DAPU5","SWMREC",2015,31,2,"Dalea purpurea","Purple Prairie Clover",20,1.7288,34.576,61,"15",0.7,"middle",0.313833156,323.1311076,"purple",68,0
"634","DAPU5","CRC",2015,37,3,"Dalea purpurea","Purple Prairie Clover",68,1.7288,117.5584,59,"20",0.96,"late",0.313833156,323.1311076,"purple",68,0
"635","DAPU5","CRC",2015,38,2,"Dalea purpurea","Purple Prairie Clover",34,1.7288,58.7792,67,"45",0.96,"late",0.313833156,323.1311076,"purple",68,0
"636","DAPU5","SWMREC",2015,31,1,"Dalea purpurea","Purple Prairie Clover",28,1.7288,48.4064,72,"15",0.7,"middle",0.313833156,323.1311076,"purple",68,0
"637","DAPU5","CRC",2016,32,2,"Dalea purpurea","Purple Prairie Clover",139,1.7288,240.3032,71,"85",0.96,"middle",0.313833156,323.1311076,"purple",68,0
"638","DAPU5","CRC",2016,33,1,"Dalea purpurea","Purple Prairie Clover",14,1.7288,24.2032,52,"40",0.96,"middle",0.313833156,323.1311076,"purple",68,0
"639","DAPU5","CRC",2015,39,1,"Dalea purpurea","Purple Prairie Clover",28,1.7288,48.4064,49,"25",0.96,"late",0.313833156,323.1311076,"purple",68,0
"640","DAPU5","NWMHRC",2015,33,4,"Dalea purpurea","Purple Prairie Clover",182,1.7288,314.6416,90,"90",0.84,"middle",0.313833156,323.1311076,"purple",68,0
"641","DAPU5","CRC",2016,34,1,"Dalea purpurea","Purple Prairie Clover",69,1.7288,119.2872,48,"45",0.96,"middle",0.313833156,323.1311076,"purple",68,0
"642","DAPU5","CRC",2016,33,2,"Dalea purpurea","Purple Prairie Clover",102,1.7288,176.3376,70,"70",0.96,"middle",0.313833156,323.1311076,"purple",68,0
"643","DAPU5","NWMHRC",2015,34,3,"Dalea purpurea","Purple Prairie Clover",36,1.7288,62.2368,62,"15",0.84,"middle",0.313833156,323.1311076,"purple",68,0
"644","DAPU5","SWMREC",2015,32,2,"Dalea purpurea","Purple Prairie Clover",22,1.7288,38.0336,88,"35",0.7,"middle",0.313833156,323.1311076,"purple",68,0
"645","DAPU5","NWMHRC",2015,35,1,"Dalea purpurea","Purple Prairie Clover",29,1.7288,50.1352,26,"15",0.84,"middle",0.313833156,323.1311076,"purple",68,0
"646","DAPU5","SWMREC",2016,30,4,"Dalea purpurea","Purple Prairie Clover",16,1.7288,27.6608,59,"30",0.7,"middle",0.313833156,323.1311076,"purple",68,0
"647","DAPU5","NWMHRC",2015,34,4,"Dalea purpurea","Purple Prairie Clover",110,1.7288,190.168,74,"70",0.84,"middle",0.313833156,323.1311076,"purple",68,0
"648","DAPU5","CRC",2016,34,2,"Dalea purpurea","Purple Prairie Clover",53,1.7288,91.6264,72,"75",0.96,"middle",0.313833156,323.1311076,"purple",68,0
"649","DAPU5","NWMHRC",2015,35,2,"Dalea purpurea","Purple Prairie Clover",7,1.7288,12.1016,56.3,"10",0.84,"middle",0.313833156,323.1311076,"purple",68,0
"650","DAPU5","CRC",2016,32,3,"Dalea purpurea","Purple Prairie Clover",51,1.7288,88.1688,69,"10",0.96,"middle",0.313833156,323.1311076,"purple",68,0
"651","DAPU5","SWMREC",2016,30,3,"Dalea purpurea","Purple Prairie Clover",310,1.7288,535.928,61,"30",0.7,"middle",0.313833156,323.1311076,"purple",68,0
"652","DAPU5","SWMREC",2015,33,3,"Dalea purpurea","Purple Prairie Clover",8,1.7288,13.8304,68,"30",0.7,"middle",0.313833156,323.1311076,"purple",68,0
"653","DAPU5","CRC",2016,32,1,"Dalea purpurea","Purple Prairie Clover",8,1.7288,13.8304,54,"40",0.96,"middle",0.313833156,323.1311076,"purple",68,0
"654","DAPU5","NWMHRC",2015,35,3,"Dalea purpurea","Purple Prairie Clover",8,1.7288,13.8304,54,"15",0.84,"middle",0.313833156,323.1311076,"purple",68,0
"655","DAPU5","CRC",2016,34,4,"Dalea purpurea","Purple Prairie Clover",4,1.7288,6.9152,42,"40",0.96,"middle",0.313833156,323.1311076,"purple",68,0
"656","DAPU5","NWMHRC",2015,35,4,"Dalea purpurea","Purple Prairie Clover",122,1.7288,210.9136,69,"65",0.84,"middle",0.313833156,323.1311076,"purple",68,0
"657","DAPU5","CRC",2016,33,3,"Dalea purpurea","Purple Prairie Clover",41,1.7288,70.8808,66.5,"10",0.96,"middle",0.313833156,323.1311076,"purple",68,0
"658","DAPU5","CRC",2016,34,3,"Dalea purpurea","Purple Prairie Clover",24,1.7288,41.4912,69.5,"15",0.96,"middle",0.313833156,323.1311076,"purple",68,0
"659","ECPU","CRC",2015,34,2,"EchiNAcea purpurea","Purple Coneflower",30,23.202,696.06,89,"80",9.28,"late",0.25379237,353.5505873,"purple",9816,0
"660","ECPU","NWMHRC",2016,30,2,"EchiNAcea purpurea","Purple Coneflower",25,23.202,580.05,84.5,"25",8.14,"middle",0.25379237,353.5505873,"purple",9816,0
"661","ECPU","CRC",2015,34,1,"EchiNAcea purpurea","Purple Coneflower",57,23.202,1322.514,15,"60",9.28,"late",0.25379237,353.5505873,"purple",9816,0
"662","ECPU","SWMREC",2016,33,4,"EchiNAcea purpurea","Purple Coneflower",18,23.202,417.636,56,"45",7.16,"middle",0.25379237,353.5505873,"purple",9816,0
"663","ECPU","CRC",2015,35,3,"EchiNAcea purpurea","Purple Coneflower",40,23.202,928.08,95,"65",9.28,"late",0.25379237,353.5505873,"purple",9816,0
"664","ECPU","CRC",2015,35,2,"EchiNAcea purpurea","Purple Coneflower",36,23.202,835.272,87,"75",9.28,"late",0.25379237,353.5505873,"purple",9816,0
"665","ECPU","SWMREC",2016,32,3,"EchiNAcea purpurea","Purple Coneflower",13,23.202,301.626,56,"20",7.16,"middle",0.25379237,353.5505873,"purple",9816,0
"666","ECPU","NWMHRC",2015,36,1,"EchiNAcea purpurea","Purple Coneflower",63,23.202,1461.726,100,"80",8.14,"late",0.25379237,353.5505873,"purple",9816,0
"667","ECPU","SWMREC",2016,31,2,"EchiNAcea purpurea","Purple Coneflower",17,23.202,394.434,60,"30",7.16,"middle",0.25379237,353.5505873,"purple",9816,0
"668","ECPU","SWMREC",2016,32,4,"EchiNAcea purpurea","Purple Coneflower",26,23.202,603.252,55,"60",7.16,"middle",0.25379237,353.5505873,"purple",9816,0
"669","ECPU","NWMHRC",2015,35,1,"EchiNAcea purpurea","Purple Coneflower",46,23.202,1067.292,95,"85",8.14,"late",0.25379237,353.5505873,"purple",9816,0
"670","ECPU","NWMHRC",2015,35,3,"EchiNAcea purpurea","Purple Coneflower",11,23.202,255.222,69,"55",8.14,"late",0.25379237,353.5505873,"purple",9816,0
"671","ECPU","SWMREC",2016,32,2,"EchiNAcea purpurea","Purple Coneflower",21,23.202,487.242,56,"25",7.16,"middle",0.25379237,353.5505873,"purple",9816,0
"672","ECPU","SWMREC",2016,31,4,"EchiNAcea purpurea","Purple Coneflower",27,23.202,626.454,75,"25",7.16,"middle",0.25379237,353.5505873,"purple",9816,0
"673","ECPU","NWMHRC",2016,32,1,"EchiNAcea purpurea","Purple Coneflower",22,23.202,510.444,82,"20",8.14,"middle",0.25379237,353.5505873,"purple",9816,0
"674","ECPU","NWMHRC",2016,32,3,"EchiNAcea purpurea","Purple Coneflower",23,23.202,533.646,102,"20",8.14,"middle",0.25379237,353.5505873,"purple",9816,0
"675","ECPU","CRC",2016,33,3,"EchiNAcea purpurea","Purple Coneflower",44,23.202,1020.888,106,"55",9.28,"late",0.25379237,353.5505873,"purple",9816,0
"676","ECPU","CRC",2016,35,1,"EchiNAcea purpurea","Purple Coneflower",62,23.202,1438.524,107,"40",9.28,"late",0.25379237,353.5505873,"purple",9816,0
"677","ECPU","CRC",2016,35,3,"EchiNAcea purpurea","Purple Coneflower",26,23.202,603.252,104,"45",9.28,"late",0.25379237,353.5505873,"purple",9816,0
"678","ECPU","CRC",2015,35,4,"EchiNAcea purpurea","Purple Coneflower",36,23.202,835.272,83,"80",9.28,"late",0.25379237,353.5505873,"purple",9816,0
"679","ECPU","SWMREC",2015,34,4,"EchiNAcea purpurea","Purple Coneflower",10,23.202,232.02,82,"40",7.16,"middle",0.25379237,353.5505873,"purple",9816,0
"680","ECPU","CRC",2016,34,4,"EchiNAcea purpurea","Purple Coneflower",103,23.202,2389.806,95.5,"75",9.28,"late",0.25379237,353.5505873,"purple",9816,0
"681","ECPU","CRC",2016,35,4,"EchiNAcea purpurea","Purple Coneflower",94,23.202,2180.988,99,"95",9.28,"late",0.25379237,353.5505873,"purple",9816,0
"682","ECPU","CRC",2016,35,2,"EchiNAcea purpurea","Purple Coneflower",11,23.202,255.222,68,"35",9.28,"late",0.25379237,353.5505873,"purple",9816,0
"683","ECPU","SWMREC",2015,34,3,"EchiNAcea purpurea","Purple Coneflower",16,23.202,371.232,51,"60",7.16,"middle",0.25379237,353.5505873,"purple",9816,0
"684","ECPU","SWMREC",2015,34,2,"EchiNAcea purpurea","Purple Coneflower",26,23.202,603.252,74,"50",7.16,"middle",0.25379237,353.5505873,"purple",9816,0
"685","ECPU","CRC",2015,33,3,"EchiNAcea purpurea","Purple Coneflower",35,23.202,812.07,96,"55",9.28,"late",0.25379237,353.5505873,"purple",9816,0
"686","ECPU","CRC",2015,33,1,"EchiNAcea purpurea","Purple Coneflower",44,23.202,1020.888,136,"75",9.28,"late",0.25379237,353.5505873,"purple",9816,0
"687","ECPU","CRC",2016,34,3,"EchiNAcea purpurea","Purple Coneflower",33,23.202,765.666,106,"70",9.28,"late",0.25379237,353.5505873,"purple",9816,0
"688","ECPU","NWMHRC",2016,31,1,"EchiNAcea purpurea","Purple Coneflower",12,23.202,278.424,85.5,"25",8.14,"middle",0.25379237,353.5505873,"purple",9816,0
"689","ECPU","NWMHRC",2016,30,3,"EchiNAcea purpurea","Purple Coneflower",19,23.202,440.838,106,"25",8.14,"middle",0.25379237,353.5505873,"purple",9816,0
"690","ECPU","CRC",2015,34,3,"EchiNAcea purpurea","Purple Coneflower",37,23.202,858.474,94,"75",9.28,"late",0.25379237,353.5505873,"purple",9816,0
"691","ECPU","CRC",2015,34,4,"EchiNAcea purpurea","Purple Coneflower",24,23.202,556.848,127,"85",9.28,"late",0.25379237,353.5505873,"purple",9816,0
"692","ECPU","SWMREC",2015,32,2,"EchiNAcea purpurea","Purple Coneflower",25,23.202,580.05,63,"45",7.16,"middle",0.25379237,353.5505873,"purple",9816,0
"693","ECPU","NWMHRC",2016,32,2,"EchiNAcea purpurea","Purple Coneflower",22,23.202,510.444,86,"20",8.14,"middle",0.25379237,353.5505873,"purple",9816,0
"694","ECPU","CRC",2016,33,4,"EchiNAcea purpurea","Purple Coneflower",92,23.202,2134.584,92,"70",9.28,"late",0.25379237,353.5505873,"purple",9816,0
"695","ECPU","SWMREC",2015,32,1,"EchiNAcea purpurea","Purple Coneflower",38,23.202,881.676,72,"45",7.16,"middle",0.25379237,353.5505873,"purple",9816,0
"696","ECPU","SWMREC",2015,32,4,"EchiNAcea purpurea","Purple Coneflower",10,23.202,232.02,82,"40",7.16,"middle",0.25379237,353.5505873,"purple",9816,0
"697","ECPU","SWMREC",2016,33,3,"EchiNAcea purpurea","Purple Coneflower",12,23.202,278.424,56,"20",7.16,"middle",0.25379237,353.5505873,"purple",9816,0
"698","ECPU","NWMHRC",2015,37,1,"EchiNAcea purpurea","Purple Coneflower",56,23.202,1299.312,101,"90",8.14,"late",0.25379237,353.5505873,"purple",9816,0
"699","ECPU","CRC",2015,33,2,"EchiNAcea purpurea","Purple Coneflower",38,23.202,881.676,91,"80",9.28,"late",0.25379237,353.5505873,"purple",9816,0
"700","ECPU","CRC",2015,35,1,"EchiNAcea purpurea","Purple Coneflower",69,23.202,1600.938,117,"60",9.28,"late",0.25379237,353.5505873,"purple",9816,0
"701","ECPU","SWMREC",2015,33,1,"EchiNAcea purpurea","Purple Coneflower",23,23.202,533.646,72,"60",7.16,"middle",0.25379237,353.5505873,"purple",9816,0
"702","ECPU","CRC",2016,33,1,"EchiNAcea purpurea","Purple Coneflower",43,23.202,997.686,107,"45",9.28,"late",0.25379237,353.5505873,"purple",9816,0
"703","ECPU","NWMHRC",2015,37,3,"EchiNAcea purpurea","Purple Coneflower",25,23.202,580.05,67,"55",8.14,"late",0.25379237,353.5505873,"purple",9816,0
"704","ECPU","SWMREC",2016,32,1,"EchiNAcea purpurea","Purple Coneflower",11,23.202,255.222,42,"25",7.16,"middle",0.25379237,353.5505873,"purple",9816,0
"705","ECPU","SWMREC",2016,33,1,"EchiNAcea purpurea","Purple Coneflower",11,23.202,255.222,64,"25",7.16,"middle",0.25379237,353.5505873,"purple",9816,0
"706","ECPU","CRC",2015,33,4,"EchiNAcea purpurea","Purple Coneflower",22,23.202,510.444,68,"70",9.28,"late",0.25379237,353.5505873,"purple",9816,0
"707","ECPU","NWMHRC",2016,31,2,"EchiNAcea purpurea","Purple Coneflower",30,23.202,696.06,93,"20",8.14,"middle",0.25379237,353.5505873,"purple",9816,0
"708","ECPU","NWMHRC",2016,31,3,"EchiNAcea purpurea","Purple Coneflower",40,23.202,928.08,110,"25",8.14,"middle",0.25379237,353.5505873,"purple",9816,0
"709","ECPU","CRC",2016,33,2,"EchiNAcea purpurea","Purple Coneflower",11,23.202,255.222,68.5,"45",9.28,"late",0.25379237,353.5505873,"purple",9816,0
"710","ECPU","SWMREC",2015,32,3,"EchiNAcea purpurea","Purple Coneflower",11,23.202,255.222,52,"35",7.16,"middle",0.25379237,353.5505873,"purple",9816,0
"711","ECPU","SWMREC",2015,34,1,"EchiNAcea purpurea","Purple Coneflower",27,23.202,626.454,70,"50",7.16,"middle",0.25379237,353.5505873,"purple",9816,0
"712","ECPU","NWMHRC",2015,36,2,"EchiNAcea purpurea","Purple Coneflower",11,23.202,255.222,58.5,"75",8.14,"late",0.25379237,353.5505873,"purple",9816,0
"713","ECPU","SWMREC",2016,33,2,"EchiNAcea purpurea","Purple Coneflower",22,23.202,510.444,56,"40",7.16,"middle",0.25379237,353.5505873,"purple",9816,0
"714","ECPU","CRC",2016,34,1,"EchiNAcea purpurea","Purple Coneflower",58,23.202,1345.716,112,"70",9.28,"late",0.25379237,353.5505873,"purple",9816,0
"715","ECPU","SWMREC",2015,33,3,"EchiNAcea purpurea","Purple Coneflower",14,23.202,324.828,50,"50",7.16,"middle",0.25379237,353.5505873,"purple",9816,0
"716","ECPU","NWMHRC",2015,35,2,"EchiNAcea purpurea","Purple Coneflower",9,23.202,208.818,59.6,"60",8.14,"late",0.25379237,353.5505873,"purple",9816,0
"717","ECPU","CRC",2016,34,2,"EchiNAcea purpurea","Purple Coneflower",6,23.202,139.212,62.5,"40",9.28,"late",0.25379237,353.5505873,"purple",9816,0
"719","ECPU","SWMREC",2016,31,1,"EchiNAcea purpurea","Purple Coneflower",8,23.202,185.616,51,"15",7.16,"middle",0.25379237,353.5505873,"purple",9816,0
"720","ECPU","SWMREC",2015,33,2,"EchiNAcea purpurea","Purple Coneflower",22,23.202,510.444,73,"70",7.16,"middle",0.25379237,353.5505873,"purple",9816,0
"721","ECPU","SWMREC",2016,31,3,"EchiNAcea purpurea","Purple Coneflower",9,23.202,208.818,54,"15",7.16,"middle",0.25379237,353.5505873,"purple",9816,0
"722","ECPU","SWMREC",2015,33,4,"EchiNAcea purpurea","Purple Coneflower",14,23.202,324.828,86,"50",7.16,"middle",0.25379237,353.5505873,"purple",9816,0
"723","ECPU","NWMHRC",2015,36,3,"EchiNAcea purpurea","Purple Coneflower",17,23.202,394.434,69.5,"65",8.14,"late",0.25379237,353.5505873,"purple",9816,0
"724","ERYU","CRC",2016,32,4,"Eryngium yuccifolium","RattlesNAke Master",128,2.9312,375.1936,108,"90",2.06,"middle",0.083306403,69.84408889,"white",2371.2,0
"725","ERYU","CRC",2016,33,2,"Eryngium yuccifolium","RattlesNAke Master",133,2.9312,389.8496,119,"65",2.06,"middle",0.083306403,69.84408889,"white",2371.2,0
"726","ERYU","SWMREC",2015,32,3,"Eryngium yuccifolium","RattlesNAke Master",102,2.9312,298.9824,119,"60",1.58,"middle",0.083306403,69.84408889,"white",2371.2,0
"727","ERYU","SWMREC",2015,33,1,"Eryngium yuccifolium","RattlesNAke Master",53,2.9312,155.3536,81,"35",1.58,"middle",0.083306403,69.84408889,"white",2371.2,0
"728","ERYU","SWMREC",2015,33,4,"Eryngium yuccifolium","RattlesNAke Master",58,2.9312,170.0096,96,"70",1.58,"middle",0.083306403,69.84408889,"white",2371.2,0
"729","ERYU","CRC",2016,32,1,"Eryngium yuccifolium","RattlesNAke Master",62,2.9312,181.7344,99,"85",2.06,"middle",0.083306403,69.84408889,"white",2371.2,0
"730","ERYU","NWMHRC",2016,32,3,"Eryngium yuccifolium","RattlesNAke Master",37,2.9312,108.4544,88.5,"20",2.18,"middle",0.083306403,69.84408889,"white",2371.2,0
"731","ERYU","NWMHRC",2016,34,2,"Eryngium yuccifolium","RattlesNAke Master",13,2.9312,38.1056,73,"5",2.18,"middle",0.083306403,69.84408889,"white",2371.2,0
"732","ERYU","NWMHRC",2016,34,3,"Eryngium yuccifolium","RattlesNAke Master",42,2.9312,123.1104,89.5,"20",2.18,"middle",0.083306403,69.84408889,"white",2371.2,0
"733","ERYU","CRC",2016,33,1,"Eryngium yuccifolium","RattlesNAke Master",127,2.9312,372.2624,96.5,"85",2.06,"middle",0.083306403,69.84408889,"white",2371.2,0
"734","ERYU","NWMHRC",2015,35,2,"Eryngium yuccifolium","RattlesNAke Master",20,2.9312,58.624,86.2,"30",2.18,"late",0.083306403,69.84408889,"white",2371.2,0
"735","ERYU","CRC",2015,34,3,"Eryngium yuccifolium","RattlesNAke Master",50,2.9312,146.56,116,"85",2.06,"late",0.083306403,69.84408889,"white",2371.2,0
"736","ERYU","CRC",2015,35,3,"Eryngium yuccifolium","RattlesNAke Master",178,2.9312,521.7536,129,"90",2.06,"late",0.083306403,69.84408889,"white",2371.2,0
"737","ERYU","SWMREC",2015,32,1,"Eryngium yuccifolium","RattlesNAke Master",64,2.9312,187.5968,81,"30",1.58,"middle",0.083306403,69.84408889,"white",2371.2,0
"738","ERYU","SWMREC",2015,32,4,"Eryngium yuccifolium","RattlesNAke Master",33,2.9312,96.7296,90,"30",1.58,"middle",0.083306403,69.84408889,"white",2371.2,0
"739","ERYU","SWMREC",2015,33,3,"Eryngium yuccifolium","RattlesNAke Master",62,2.9312,181.7344,113,"75",1.58,"middle",0.083306403,69.84408889,"white",2371.2,0
"740","ERYU","SWMREC",2015,34,3,"Eryngium yuccifolium","RattlesNAke Master",97,2.9312,284.3264,117,"90",1.58,"middle",0.083306403,69.84408889,"white",2371.2,0
"741","ERYU","CRC",2016,32,2,"Eryngium yuccifolium","RattlesNAke Master",122,2.9312,357.6064,114,"90",2.06,"middle",0.083306403,69.84408889,"white",2371.2,0
"742","ERYU","CRC",2015,34,2,"Eryngium yuccifolium","RattlesNAke Master",31,2.9312,90.8672,127,"95",2.06,"late",0.083306403,69.84408889,"white",2371.2,0
"743","ERYU","CRC",2015,33,2,"Eryngium yuccifolium","RattlesNAke Master",89,2.9312,260.8768,132,"95",2.06,"late",0.083306403,69.84408889,"white",2371.2,0
"744","ERYU","NWMHRC",2016,32,4,"Eryngium yuccifolium","RattlesNAke Master",11,2.9312,32.2432,93,"30",2.18,"middle",0.083306403,69.84408889,"white",2371.2,0
"745","ERYU","CRC",2016,33,3,"Eryngium yuccifolium","RattlesNAke Master",158,2.9312,463.1296,105,"85",2.06,"middle",0.083306403,69.84408889,"white",2371.2,0
"746","ERYU","NWMHRC",2016,32,1,"Eryngium yuccifolium","RattlesNAke Master",82,2.9312,240.3584,127,"50",2.18,"middle",0.083306403,69.84408889,"white",2371.2,0
"747","ERYU","CRC",2015,35,2,"Eryngium yuccifolium","RattlesNAke Master",98,2.9312,287.2576,128,"80",2.06,"late",0.083306403,69.84408889,"white",2371.2,0
"748","ERYU","CRC",2015,33,3,"Eryngium yuccifolium","RattlesNAke Master",77,2.9312,225.7024,123,"90",2.06,"late",0.083306403,69.84408889,"white",2371.2,0
"749","ERYU","NWMHRC",2015,34,3,"Eryngium yuccifolium","RattlesNAke Master",81,2.9312,237.4272,96,"25",2.18,"late",0.083306403,69.84408889,"white",2371.2,0
"750","ERYU","NWMHRC",2016,32,2,"Eryngium yuccifolium","RattlesNAke Master",20,2.9312,58.624,73,"5",2.18,"middle",0.083306403,69.84408889,"white",2371.2,0
"751","ERYU","CRC",2015,35,4,"Eryngium yuccifolium","RattlesNAke Master",176,2.9312,515.8912,121,"90",2.06,"late",0.083306403,69.84408889,"white",2371.2,0
"752","ERYU","NWMHRC",2016,33,1,"Eryngium yuccifolium","RattlesNAke Master",80,2.9312,234.496,120,"60",2.18,"middle",0.083306403,69.84408889,"white",2371.2,0
"753","ERYU","SWMREC",2015,34,1,"Eryngium yuccifolium","RattlesNAke Master",56,2.9312,164.1472,72,"45",1.58,"middle",0.083306403,69.84408889,"white",2371.2,0
"754","ERYU","NWMHRC",2015,34,1,"Eryngium yuccifolium","RattlesNAke Master",64,2.9312,187.5968,106.5,"85",2.18,"late",0.083306403,69.84408889,"white",2371.2,0
"755","ERYU","SWMREC",2016,32,3,"Eryngium yuccifolium","RattlesNAke Master",72,2.9312,211.0464,114,"70",1.58,"middle",0.083306403,69.84408889,"white",2371.2,0
"756","ERYU","SWMREC",2016,32,4,"Eryngium yuccifolium","RattlesNAke Master",26,2.9312,76.2112,100,"90",1.58,"middle",0.083306403,69.84408889,"white",2371.2,0
"757","ERYU","SWMREC",2015,33,2,"Eryngium yuccifolium","RattlesNAke Master",29,2.9312,85.0048,82,"75",1.58,"middle",0.083306403,69.84408889,"white",2371.2,0
"758","ERYU","NWMHRC",2016,33,4,"Eryngium yuccifolium","RattlesNAke Master",20,2.9312,58.624,93,"25",2.18,"middle",0.083306403,69.84408889,"white",2371.2,0
"759","ERYU","CRC",2015,34,4,"Eryngium yuccifolium","RattlesNAke Master",53,2.9312,155.3536,127,"85",2.06,"late",0.083306403,69.84408889,"white",2371.2,0
"760","ERYU","SWMREC",2016,33,3,"Eryngium yuccifolium","RattlesNAke Master",50,2.9312,146.56,116,"90",1.58,"middle",0.083306403,69.84408889,"white",2371.2,0
"761","ERYU","CRC",2015,35,1,"Eryngium yuccifolium","RattlesNAke Master",99,2.9312,290.1888,132,"80",2.06,"late",0.083306403,69.84408889,"white",2371.2,0
"762","ERYU","SWMREC",2015,32,2,"Eryngium yuccifolium","RattlesNAke Master",6,2.9312,17.5872,83,"50",1.58,"middle",0.083306403,69.84408889,"white",2371.2,0
"763","ERYU","SWMREC",2016,32,2,"Eryngium yuccifolium","RattlesNAke Master",18,2.9312,52.7616,83,"80",1.58,"middle",0.083306403,69.84408889,"white",2371.2,0
"764","ERYU","NWMHRC",2016,33,3,"Eryngium yuccifolium","RattlesNAke Master",45,2.9312,131.904,86,"15",2.18,"middle",0.083306403,69.84408889,"white",2371.2,0
"765","ERYU","CRC",2015,33,4,"Eryngium yuccifolium","RattlesNAke Master",138,2.9312,404.5056,126,"90",2.06,"late",0.083306403,69.84408889,"white",2371.2,0
