site,year,plant_sp,record_id,specimen_id,date,week_num,SP,block,order,family,genus,species,bp
SWMREC,2015,COTR4,2266,SARE_2266,8/27/15,35,2,2,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,COTR4,2070,SARE_2070,8/21/15,34,1,4,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2015,COTR4,2086,SARE_2086,8/21/15,34,1,1,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,COTR4,2005,SARE_2005,8/21/15,34,1,3,Hymenoptera,Megachilidae,Megachile,pugnata ,late
SWMREC,2015,COTR4,2004,SARE_2004,8/21/15,34,1,3,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2015,COTR4,2288,SARE_2288,8/27/15,35,2,1,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,COTR4,2289,SARE_2289,8/27/15,35,2,1,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2015,COTR4,2009,SARE_2009,8/21/15,34,1,3,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,COTR4,2563,SARE_2563,9/2/15,36,2,2,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2015,COTR4,2157,SARE_2157,8/21/15,34,2,3,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,COTR4,1731,SARE_1731,8/12/15,33,1,3,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,COTR4,2322,SARE_2322,8/27/15,35,2,4,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2015,COTR4,2162,SARE_2162,8/21/15,34,2,4,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2015,COTR4,2041,SARE_2041,8/21/15,34,1,2,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,COTR4,2258,SARE_2258,8/27/15,35,2,3,Hymenoptera,Apidae,Melissodes,druriellus,late
SWMREC,2015,COTR4,2042,SARE_2042,8/21/15,34,1,2,Hymenoptera,Apidae,Ceratina,mikmaqi,late
SWMREC,2015,COTR4,2043,SARE_2043,8/21/15,34,1,2,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2015,COTR4,2325,SARE_2325,8/27/15,35,2,4,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,COTR4,2074,SARE_2074,8/21/15,34,1,4,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2015,COTR4,2156,SARE_2156,8/21/15,34,2,3,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2015,COTR4,2131,SARE_2131,8/21/15,34,2,2,Hymenoptera,Apidae,Xylocopa,virginica,late
SWMREC,2015,COTR4,2564,SARE_2564,9/2/15,36,2,2,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2015,COTR4,2079,SARE_2079,8/21/15,34,1,4,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2015,COTR4,2080,SARE_2080,8/21/15,34,1,4,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2015,COTR4,1773,SARE_1773,8/12/15,33,2,2,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,COTR4,2135,SARE_2135,8/21/15,34,2,2,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2015,COTR4,2323,SARE_2323,8/27/15,35,2,4,Hymenoptera,Apidae,Melissodes,druriellus,late
SWMREC,2015,COTR4,2003,SARE_2003,8/21/15,34,1,3,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2015,COTR4,2217,SARE_2217,8/21/15,34,2,1,Hymenoptera,Apidae,Melissodes,druriellus,late
SWMREC,2015,COTR4,2083,SARE_2083,8/21/15,34,1,1,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,COTR4,2084,SARE_2084,8/21/15,34,1,1,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,COTR4,2047,SARE_2047,8/21/15,34,1,2,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,COTR4,1790,SARE_1790,8/12/15,33,2,4,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2015,COTR4,2089,SARE_2089,8/21/15,34,1,1,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2015,COTR4,2076,SARE_2076,8/21/15,34,1,4,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,COTR4,2134,SARE_2134,8/21/15,34,2,2,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2015,COTR4,2268,SARE_2268,8/27/15,35,2,2,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2015,COTR4,2241,SARE_2241,8/27/15,35,1,2,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2015,COTR4,2077,SARE_2077,8/21/15,34,1,4,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,COTR4,2137,SARE_2137,8/21/15,34,2,2,Hymenoptera,Halictidae,Halictus,rubicundus,late
SWMREC,2015,COTR4,2136,SARE_2136,8/21/15,34,2,2,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2015,COTR4,2257,SARE_2257,8/27/15,35,2,3,Hymenoptera,Megachilidae,Megachile,mendica,late
SWMREC,2015,COTR4,2324,SARE_2324,8/27/15,35,2,4,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2015,COTR4,2287,SARE_2287,8/27/15,35,2,1,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2015,COTR4,2073,SARE_2073,8/21/15,34,1,4,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2015,COTR4,1806,SARE_1806,8/12/15,33,2,1,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,COTR4,2562,SARE_2562,9/2/15,36,2,2,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,COTR4,2251,SARE_2251,8/27/15,35,1,4,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2015,COTR4,2078,SARE_2078,8/21/15,34,1,4,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,COTR4,2038,SARE_2038,8/21/15,34,1,2,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2015,COTR4,2132,SARE_2132,8/21/15,34,2,2,Hymenoptera,Apidae,Melissodes,agilis,late
SWMREC,2015,COTR4,2090,SARE_2090,8/21/15,34,1,1,Hymenoptera,Apidae,Ceratina,dupla,late
SWMREC,2015,COTR4,2567,SARE_2567,9/2/15,36,2,2,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2015,COTR4,2045,SARE_2045,8/21/15,34,1,2,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2015,COTR4,1791,SARE_1791,8/12/15,33,2,4,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2015,COTR4,2240,SARE_2240,8/27/15,35,1,2,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2015,COTR4,2046,SARE_2046,8/21/15,34,1,2,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2015,COTR4,2075,SARE_2075,8/21/15,34,1,4,Hymenoptera,Halictidae,Halictus,parallelus,late
SWMREC,2015,COTR4,2085,SARE_2085,8/21/15,34,1,1,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,COTR4,2044,SARE_2044,8/21/15,34,1,2,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2015,DAFR6,1239,SARE_1239,8/4/15,32,2,2,Hymenoptera,Halictidae,Lasioglossum,pectorale,middle
SWMREC,2015,DAFR6,1205,SARE_1205,8/4/15,32,1,4,Hymenoptera,Halictidae,Augochlorella,aurata,middle
SWMREC,2015,DAFR6,843,SARE_0843,7/21/15,30,1,1,Hymenoptera,Halictidae,Lasioglossum,pectorale,middle
SWMREC,2015,DAFR6,824,SARE_0824,7/21/15,30,1,2,Hymenoptera,Halictidae,Lasioglossum,pectorale,middle
SWMREC,2015,DAFR6,1079,SARE_1079,7/30/15,31,2,3,Hymenoptera,Colletidae,Hylaeus,affinis/modestus,middle
SWMREC,2015,DAFR6,842,SARE_0842,7/21/15,30,1,1,Hymenoptera,Halictidae,Lasioglossum,pectorale,middle
SWMREC,2015,DAFR6,1046,SARE_1046,7/30/15,31,1,1,Hymenoptera,Halictidae,Lasioglossum,pectorale,middle
SWMREC,2015,DAFR6,825,SARE_0825,7/21/15,30,1,2,Hymenoptera,Colletidae,Hylaeus,affinis/modestus,middle
SWMREC,2015,DAFR6,1067,SARE_1067,7/30/15,31,1,3,Hymenoptera,Colletidae,Hylaeus,affinis/modestus,middle
SWMREC,2015,DAFR6,1066,SARE_1066,7/30/15,31,1,3,Hymenoptera,Halictidae,Lasioglossum,pectorale,middle
SWMREC,2015,DAFR6,1269,SARE_1269,8/4/15,32,2,3,Hymenoptera,Halictidae,Lasioglossum,pilosum,middle
SWMREC,2015,DAFR6,823,SARE_0823,7/21/15,30,1,4,Hymenoptera,Halictidae,Lasioglossum,pectorale,middle
SWMREC,2015,DAPU5,1194,SARE_1194,8/4/15,32,1,1,Hymenoptera,Halictidae,Lasioglossum,pectorale,middle
SWMREC,2015,DAPU5,1201,SARE_1201,8/4/15,32,1,4,Hymenoptera,Halictidae,Lasioglossum,pilosum,middle
SWMREC,2015,DAPU5,1195,SARE_1195,8/4/15,32,1,1,Hymenoptera,Megachilidae,Megachile,mendica,middle
SWMREC,2015,DAPU5,1050,SARE_1050,7/30/15,31,1,4,Hymenoptera,Halictidae,Agapostemon,texanus,middle
SWMREC,2015,DAPU5,1075,SARE_1075,7/30/15,31,2,4,Hymenoptera,Apidae,Bombus,griseocollis,middle
SWMREC,2015,DAPU5,1202,SARE_1202,8/4/15,32,1,4,Hymenoptera,Halictidae,Agapostemon,virescens ,middle
SWMREC,2015,DAPU5,217,SARE_0217,7/30/15,31,1,2,Hymenoptera,Megachilidae,Megachile,mendica,middle
SWMREC,2015,DAPU5,1222,SARE_1222,8/4/15,32,1,2,Hymenoptera,Colletidae,Hylaeus,affinis/modestus,middle
SWMREC,2015,DAPU5,1203,SARE_1203,8/4/15,32,1,4,Hymenoptera,Megachilidae,Megachile,texana,middle
SWMREC,2015,ECPU,1212,SARE_1212,8/4/15,32,1,4,Hymenoptera,Apidae,Bombus,vagans,middle
SWMREC,2015,ECPU,1211,SARE_1211,8/4/15,32,1,4,Hymenoptera,Apidae,Melissodes,druriellus,middle
SWMREC,2015,ECPU,2179,SARE_2179,8/21/15,34,2,1,Hymenoptera,Halictidae,Agapostemon,virescens ,middle
SWMREC,2015,ECPU,2180,SARE_2180,8/21/15,34,2,1,Hymenoptera,Halictidae,Agapostemon,virescens ,middle
SWMREC,2015,ECPU,1748,SARE_1748,8/12/15,33,1,4,Hymenoptera,Apidae,Bombus,griseocollis,middle
SWMREC,2015,ECPU,2205,SARE_2205,8/21/15,34,2,3,Hymenoptera,Halictidae,Agapostemon,virescens ,middle
SWMREC,2015,ECPU,2124,SARE_2124,8/21/15,34,2,2,Hymenoptera,Apidae,Bombus,citrinus,middle
SWMREC,2015,ECPU,1793,SARE_1793,8/12/15,33,2,3,Hymenoptera,Apidae,Bombus,griseocollis,middle
SWMREC,2015,ECPU,2206,SARE_2206,8/21/15,34,2,3,Hymenoptera,Halictidae,Halictus,confusus ,middle
SWMREC,2015,ECPU,1262,SARE_1262,8/4/15,32,2,1,Hymenoptera,Apidae,Bombus,citrinus,middle
SWMREC,2015,ECPU,2178,SARE_2178,8/21/15,34,2,1,Hymenoptera,Halictidae,Agapostemon,virescens ,middle
SWMREC,2015,ECPU,2177,SARE_2177,8/21/15,34,2,1,Hymenoptera,Halictidae,Agapostemon,virescens ,middle
SWMREC,2015,ECPU,2107,SARE_2107,8/21/15,34,2,4,Hymenoptera,Apidae,Ceratina,calcarata,middle
SWMREC,2015,ECPU,1285,SARE_1285,8/4/15,32,2,3,Hymenoptera,Megachilidae,Megachile,pugnata ,middle
SWMREC,2015,ECPU,1284,SARE_1284,8/4/15,32,2,3,Hymenoptera,Apidae,Ceratina,calcarata,middle
SWMREC,2015,ECPU,2069,SARE_2069,8/21/15,34,1,4,Hymenoptera,Halictidae,Agapostemon,virescens ,middle
SWMREC,2015,ECPU,1287,SARE_1287,8/4/15,32,2,3,Hymenoptera,Halictidae,Agapostemon,virescens ,middle
SWMREC,2015,ECPU,1810,SARE_1810,8/12/15,33,2,1,Hymenoptera,Apidae,Bombus,impatiens,middle
SWMREC,2015,ECPU,1263,SARE_1263,8/4/15,32,2,1,Hymenoptera,Halictidae,Halictus,ligatus,middle
SWMREC,2015,ECPU,1189,SARE_1189,8/4/15,32,1,1,Hymenoptera,Apidae,Bombus,impatiens,middle
SWMREC,2015,ECPU,1743,SARE_1743,8/12/15,33,1,1,Hymenoptera,Apidae,Bombus,griseocollis,middle
SWMREC,2015,ECPU,2125,SARE_2125,8/21/15,34,2,2,Hymenoptera,Halictidae,Agapostemon,virescens ,middle
SWMREC,2015,ECPU,1286,SARE_1286,8/4/15,32,2,3,Hymenoptera,Halictidae,Agapostemon,virescens ,middle
SWMREC,2015,ECPU,1218,SARE_1218,8/4/15,32,1,2,Hymenoptera,Halictidae,Agapostemon,virescens ,middle
SWMREC,2015,ECPU,1993,SARE_1993,8/21/15,34,1,3,Hymenoptera,Halictidae,Agapostemon,virescens ,middle
SWMREC,2015,ECPU,1283,SARE_1283,8/4/15,32,2,3,Hymenoptera,Apidae,Ceratina,calcarata,middle
SWMREC,2015,ECPU,1190,SARE_1190,8/4/15,32,1,1,Hymenoptera,Halictidae,Lasioglossum,pilosum,middle
SWMREC,2015,ECPU,1794,SARE_1794,8/12/15,33,2,3,Hymenoptera,Apidae,Ceratina,calcarata,middle
SWMREC,2015,ECPU,1809,SARE_1809,8/12/15,33,2,1,Hymenoptera,Apidae,Bombus,citrinus,middle
SWMREC,2015,ECPU,1808,SARE_1808,8/12/15,33,2,1,Hymenoptera,Apidae,Bombus,griseocollis,middle
SWMREC,2015,ECPU,1972,SARE_1972,8/21/15,34,1,1,Hymenoptera,Apidae,Bombus,citrinus,middle
SWMREC,2015,ECPU,1188,SARE_1188,8/4/15,32,1,1,Hymenoptera,Apidae,Bombus,bimaculatus,middle
SWMREC,2015,ECPU,1213,SARE_1213,8/4/15,32,1,4,Hymenoptera,Halictidae,Lasioglossum,pectorale,middle
SWMREC,2015,ECPU,1807,SARE_1807,8/12/15,33,2,1,Hymenoptera,Apidae,Bombus,citrinus,middle
SWMREC,2015,ECPU,1992,SARE_1992,8/21/15,34,1,3,Hymenoptera,Megachilidae,Megachile,pugnata ,middle
SWMREC,2015,ERYU,2097,SARE_2097,8/21/15,34,2,2,Hymenoptera,Halictidae,Lasioglossum,pilosum,middle
SWMREC,2015,ERYU,2049,SARE_2049,8/21/15,34,1,4,Hymenoptera,Halictidae,Lasioglossum,pilosum,middle
SWMREC,2015,ERYU,2050,SARE_2050,8/21/15,34,1,4,Hymenoptera,Halictidae,Lasioglossum,leucozonium,middle
SWMREC,2015,ERYU,1198,SARE_1198,8/4/15,32,1,1,Hymenoptera,Halictidae,Lasioglossum,pilosum,middle
SWMREC,2015,HEOC2,2186,SARE_2186,8/21/15,34,2,1,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2015,HEOC2,2557,SARE_2557,9/2/15,36,2,1,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,HEOC2,2189,SARE_2189,8/21/15,34,2,4,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2015,HEOC2,2182,SARE_2182,8/21/15,34,2,1,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,HEOC2,2555,SARE_2555,9/2/15,36,2,1,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,HEOC2,2185,SARE_2185,8/21/15,34,2,1,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,HEOC2,2256,SARE_2256,8/27/15,35,2,3,Hymenoptera,Apidae,Bombus,citrinus,late
SWMREC,2015,HEOC2,2101,SARE_2101,8/21/15,34,2,2,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,HEOC2,1750,SARE_1750,8/12/15,33,1,4,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,HEOC2,2102,SARE_2102,8/21/15,34,2,2,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,HEOC2,2183,SARE_2183,8/21/15,34,2,1,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2015,HEOC2,1971,SARE_1971,8/21/15,34,1,3,Hymenoptera,Megachilidae,Megachile,pugnata ,late
SWMREC,2015,HEOC2,2229,SARE_2229,8/27/15,35,1,2,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,HEOC2,1785,SARE_1785,8/12/15,33,2,1,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,HEOC2,2482,SARE_2482,9/1/15,36,1,2,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,HEOC2,2556,SARE_2556,9/2/15,36,2,1,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,HEOC2,1978,SARE_1978,8/21/15,34,1,3,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2015,HEOC2,2544,SARE_2544,9/2/15,36,2,2,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,HEOC2,2545,SARE_2545,9/2/15,36,2,2,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,HEOC2,2100,SARE_2100,8/21/15,34,2,2,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,HEOC2,2307,SARE_2307,8/27/15,35,2,4,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2015,HEOC2,2306,SARE_2306,8/27/15,35,2,4,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2015,HEOC2,2534,SARE_2534,9/2/15,36,2,4,Hymenoptera,Halictidae,Halictus,parallelus,late
SWMREC,2015,HEOC2,2187,SARE_2187,8/21/15,34,2,4,Hymenoptera,Megachilidae,Megachile,mendica,late
SWMREC,2015,HEOC2,2188,SARE_2188,8/21/15,34,2,4,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2015,HEOC2,2496,SARE_2496,9/1/15,36,1,4,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2015,HEOC2,1966,SARE_1966,8/21/15,34,1,1,Hymenoptera,Halictidae,Agapostemon,splendens,late
SWMREC,2015,HEOC2,2483,SARE_2483,9/1/15,36,1,2,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,HEOC2,1977,SARE_1977,8/21/15,34,1,3,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2015,HEOC2,2272,SARE_2272,8/27/15,35,2,2,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,HEOC2,2158,SARE_2158,8/21/15,34,2,3,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2015,HEOC2,2184,SARE_2184,8/21/15,34,2,1,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,HEOC2,2222,SARE_2222,8/27/15,35,1,2,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,HEOC2,2099,SARE_2099,8/21/15,34,2,2,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2015,HEOC2,2159,SARE_2159,8/21/15,34,2,4,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2015,HEOC2,1792,SARE_1792,8/12/15,33,2,2,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,HEOC2,2098,SARE_2098,8/21/15,34,2,2,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,HEOC2,2221,SARE_2221,8/27/15,35,1,2,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2015,HEOC2,2498,SARE_2498,9/1/15,36,1,4,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2015,HEOC2,2481,SARE_2481,9/1/15,36,1,2,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,HEOC2,2273,SARE_2273,8/27/15,35,2,2,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2015,HEOC2,1970,SARE_1970,8/21/15,34,1,3,Hymenoptera,Apidae,Melissodes,druriellus,late
SWMREC,2015,HEOC2,2449,SARE_2449,9/1/15,36,1,3,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2015,HEOC2,1801,SARE_1801,8/12/15,33,2,3,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,HEOC2,1967,SARE_1967,8/21/15,34,1,1,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2015,HEOC2,2533,SARE_2533,9/2/15,36,2,4,Hymenoptera,Megachilidae,Heriades,leavitti,late
SWMREC,2015,HEOC2,2450,SARE_2450,9/1/15,36,1,3,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,HEOC2,2448,SARE_2448,9/1/15,36,1,3,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2015,HEOC2,2220,SARE_2220,8/27/15,35,1,2,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,HEOC2,1802,SARE_1802,8/12/15,33,2,3,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2015,HEOC2,2531,SARE_2531,9/2/15,36,2,4,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,HEOC2,2532,SARE_2532,9/2/15,36,2,4,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,HEOC2,2447,SARE_2447,9/1/15,36,1,3,Hymenoptera,Andrenidae,Andrena,helianthi,late
SWMREC,2015,HEOC2,2497,SARE_2497,9/1/15,36,1,4,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,HERI,18,SARE_0018,6/10/15,24,1,3,Hymenoptera,Halictidae,Augochlorella,aurata,early
SWMREC,2015,HEST,2196,SARE_2196,8/21/15,34,2,3,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2015,HEST,2462,SARE_2462,9/1/15,36,1,2,Hymenoptera,Apidae,Melissodes,druriellus,late
SWMREC,2015,HEST,2335,SARE_2335,8/27/15,35,2,3,Hymenoptera,Halictidae,Lasioglossum,pectorale,late
SWMREC,2015,HEST,2232,SARE_2232,8/27/15,35,1,4,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2015,HEST,2516,SARE_2516,9/1/15,36,1,4,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2015,HEST,1975,SARE_1975,8/21/15,34,1,1,Hymenoptera,Apidae,Melissodes,druriellus,late
SWMREC,2015,HEST,2215,SARE_2215,8/21/15,34,2,1,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2015,HEST,2515,SARE_2515,9/1/15,36,1,4,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2015,HEST,1974,SARE_1974,8/21/15,34,1,1,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2015,HEST,2214,SARE_2214,8/21/15,34,2,1,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2015,HEST,2245,SARE_2245,8/27/15,35,1,3,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2015,HEST,2594,SARE_2594,9/2/15,36,2,4,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2015,HEST,2231,SARE_2231,8/27/15,35,1,4,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2015,HEST,2595,SARE_2595,9/2/15,36,2,4,Hymenoptera,Apidae,Ceratina,mikmaqi,late
SWMREC,2015,HEST,2596,SARE_2596,9/2/15,36,2,4,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2015,HEST,2503,SARE_2503,9/1/15,36,1,4,Hymenoptera,Apidae,Ceratina,dupla,late
SWMREC,2015,HEST,2517,SARE_2517,9/1/15,36,1,4,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2015,HEST,2197,SARE_2197,8/21/15,34,2,3,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2015,HEST,2336,SARE_2336,8/27/15,35,2,3,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2015,HEST,2334,SARE_2334,8/27/15,35,2,3,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2015,HEST,2536,SARE_2536,9/2/15,36,2,3,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2015,HEST,2230,SARE_2230,8/27/15,35,1,4,Hymenoptera,Apidae,Bombus,vagans,late
SWMREC,2015,HEST,2190,SARE_2190,8/21/15,34,2,4,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2015,HEST,2310,SARE_2310,8/27/15,35,2,4,Hymenoptera,Halictidae,Augochlorella,aurata,late
SWMREC,2015,HEST,2001,SARE_2001,8/21/15,34,1,3,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2015,HEST,2246,SARE_2246,8/27/15,35,1,1,Hymenoptera,Apidae,Melissodes,druriellus,late
SWMREC,2015,HEST,2194,SARE_2194,8/21/15,34,2,4,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2015,HEST,2502,SARE_2502,9/1/15,36,1,4,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2015,HEST,2466,SARE_2466,9/1/15,36,1,2,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2015,HEST,2505,SARE_2505,9/1/15,36,1,4,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2015,HEST,2333,SARE_2333,8/27/15,35,2,3,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2015,HEST,2535,SARE_2535,9/2/15,36,2,3,Hymenoptera,Apidae,Bombus,citrinus,late
SWMREC,2015,HEST,1974.1,SARE_1974.1,8/21/15,34,1,1,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2015,HEST,2513,SARE_2513,9/1/15,36,1,4,Hymenoptera,Apidae,Melissodes,druriellus,late
SWMREC,2015,HEST,2244,SARE_2244,8/27/15,35,1,3,Hymenoptera,Halictidae,Agapostemon,texanus,late
SWMREC,2015,HEST,2510,SARE_2510,9/1/15,36,1,1,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2015,HEST,2311,SARE_2311,8/27/15,35,2,4,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2015,HEST,2193,SARE_2193,8/21/15,34,2,4,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2015,HEST,2465,SARE_2465,9/1/15,36,1,2,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,HEST,2501,SARE_2501,9/1/15,36,1,4,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2015,HEST,2192,SARE_2192,8/21/15,34,2,4,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2015,HEST,2199,SARE_2199,8/21/15,34,2,3,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2015,HEST,2537,SARE_2537,9/2/15,36,2,3,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2015,HEST,2130,SARE_2130,8/21/15,34,2,2,Hymenoptera,Apidae,Melissodes,agilis,late
SWMREC,2015,HEST,1955,SARE_1955,8/21/15,34,1,1,Hymenoptera,Halictidae,Halictus,ligatus,late
