site,year,plant_sp,record_id,specimen_id,date,week_num,SP,block,order,family,genus,species,bp
SWMREC,2016,HEST,6256,SARE_5939,8/23/16,35,1,2,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2016,SITE,6257,SARE_5940,8/23/16,35,1,2,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2016,SITE,6258,SARE_5941,8/23/16,35,1,2,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2016,COTR4,6259,SARE_5942,8/23/16,35,1,3,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2016,COTR4,6260,SARE_5943,8/23/16,35,1,3,Hymenoptera,Apidae,Melissodes,agilis,late
SWMREC,2016,COTR4,6261,SARE_5944,8/23/16,35,1,3,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2016,COTR4,6262,SARE_5945,8/23/16,35,1,3,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2016,COTR4,6263,SARE_5946,8/23/16,35,1,3,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2016,COTR4,6264,SARE_5947,8/23/16,35,1,3,Hymenoptera,Halictidae,Lasioglossum,pectorale,late
SWMREC,2016,COTR4,6265,SARE_5948,8/23/16,35,1,3,Hymenoptera,Andrenidae,Psuedo panurgus,albitarsis,late
SWMREC,2016,COTR4,6281,SARE_5964,8/23/16,35,1,4,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2016,COTR4,6282,SARE_5965,8/23/16,35,1,4,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2016,COTR4,6283,SARE_5966,8/23/16,35,1,4,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2016,COTR4,6284,SARE_5967,8/23/16,35,1,4,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2016,COTR4,6285,SARE_5968,8/23/16,35,1,4,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2016,SIIN2,6286,SARE_5969,8/23/16,35,1,3,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2016,SIIN2,6287,SARE_5970,8/23/16,35,1,3,Hymenoptera,Apidae,Bombus,vagans,late
SWMREC,2016,SIIN2,6288,SARE_5971,8/23/16,35,1,3,Hymenoptera,Apidae,Bombus,citrinus,late
SWMREC,2016,SIIN2,6289,SARE_5972,8/23/16,35,1,3,Hymenoptera,Apidae,Bombus,citrinus,late
SWMREC,2016,SIIN2,6290,SARE_5973,8/23/16,35,1,3,Hymenoptera,Apidae,Bombus,citrinus,late
SWMREC,2016,SIIN2,6291,SARE_5974,8/23/16,35,1,3,Hymenoptera,Apidae,Melissodes,agilis,late
SWMREC,2016,SIIN2,6292,SARE_5975,8/23/16,35,1,3,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2016,SIIN2,6293,SARE_5976,8/23/16,35,1,3,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2016,SIIN2,6294,SARE_5977,8/23/16,35,1,3,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2016,SIIN2,6295,SARE_5978,8/23/16,35,1,3,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2016,SIIN2,6296,SARE_5979,8/23/16,35,1,3,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2016,SIIN2,6297,SARE_5980,8/23/16,35,1,3,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2016,SIIN2,6298,SARE_5981,8/23/16,35,1,3,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2016,SIIN2,6299,SARE_5982,8/23/16,35,1,3,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2016,SIIN2,6300,SARE_5983,8/23/16,35,1,3,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2016,SIIN2,6301,SARE_5984,8/23/16,35,1,2,Hymenoptera,Apidae,Bombus,citrinus,late
SWMREC,2016,SIIN2,6302,SARE_5985,8/23/16,35,1,2,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2016,SIIN2,6303,SARE_5986,8/23/16,35,1,2,Hymenoptera,Apidae,Melissodes,agilis,late
SWMREC,2016,SIIN2,6304,SARE_5987,8/23/16,35,1,2,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2016,SIIN2,6305,SARE_5988,8/23/16,35,1,2,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2016,SIIN2,6306,SARE_5989,8/23/16,35,1,2,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2016,SIIN2,6307,SARE_5990,8/23/16,35,1,2,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2016,SIIN2,6308,SARE_5991,8/23/16,35,1,2,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2016,SIIN2,6309,SARE_5992,8/23/16,35,1,2,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2016,SIIN2,6310,SARE_5993,8/23/16,35,1,2,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2016,LIAS,6312,SARE_5995,8/23/16,35,1,4,Hymenoptera,Apidae,Bombus,griseocollis,late
SWMREC,2016,LIAS,6313,SARE_5996,8/23/16,35,1,4,Hymenoptera,Apidae,Bombus,fervidus,late
SWMREC,2016,LIAS,6314,SARE_5997,8/23/16,35,1,4,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2016,LIAS,6315,SARE_5998,8/23/16,35,1,4,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2016,LIAS,6316,SARE_5999,8/23/16,35,1,4,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2016,LIAS,6317,SARE_6000,8/23/16,35,1,4,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2016,LIAS,6318,SARE_6001,8/23/16,35,1,4,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2016,HEST,6326,SARE_6009,8/23/16,35,1,3,Hymenoptera,Apidae,Bombus,citrinus,late
SWMREC,2016,HEST,6327,SARE_6010,8/23/16,35,1,3,Hymenoptera,Apidae,Melissodes,agilis,late
SWMREC,2016,HEST,6328,SARE_6011,8/23/16,35,1,3,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2016,SIIN2,6329,SARE_6012,8/23/16,35,1,4,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2016,SITE,6331,SARE_6014,8/23/16,35,1,4,Hymenoptera,Apidae,Bombus,citrinus,late
SWMREC,2016,SITE,6332,SARE_6015,8/23/16,35,1,4,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2016,LIAS,6335,SARE_6018,8/23/16,35,1,1,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2016,COTR4,6343,SARE_6026,8/23/16,35,1,1,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2016,COTR4,6344,SARE_6027,8/23/16,35,1,1,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2016,COTR4,6345,SARE_6028,8/23/16,35,1,2,Hymenoptera,Apidae,Bombus,griseocollis,late
SWMREC,2016,COTR4,6346,SARE_6029,8/23/16,35,1,2,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2016,COTR4,6347,SARE_6030,8/23/16,35,1,2,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2016,COTR4,6348,SARE_6031,8/23/16,35,1,2,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2016,COTR4,6349,SARE_6032,8/23/16,35,1,2,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2016,COTR4,6350,SARE_6033,8/23/16,35,1,2,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2016,COTR4,6351,SARE_6034,8/23/16,35,1,2,Hymenoptera,Apidae,Melissodes,agilis,late
SWMREC,2016,COTR4,6352,SARE_6035,8/23/16,35,1,2,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2016,COTR4,6353,SARE_6036,8/23/16,35,1,2,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2016,COTR4,6354,SARE_6037,8/23/16,35,1,2,Hymenoptera,Halictidae,Halictus,rubicundus,late
SWMREC,2016,COTR4,6355,SARE_6038,8/23/16,35,1,2,Hymenoptera,Halictidae,Halictus,rubicundus,late
SWMREC,2016,COTR4,6356,SARE_6039,8/23/16,35,1,2,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2016,SIIN2,6357,SARE_6040,8/23/16,35,2,2,Hymenoptera,Apidae,Melissodes,agilis,late
SWMREC,2016,SIIN2,6358,SARE_6041,8/23/16,35,2,2,Hymenoptera,Apidae,Melissodes,agilis,late
SWMREC,2016,SIIN2,6359,SARE_6042,8/23/16,35,2,2,Hymenoptera,Apidae,Ceratina,mikmaqi,late
SWMREC,2016,LIAS,6360,SARE_6043,8/23/16,35,2,4,Hymenoptera,Apidae,Bombus,griseocollis,late
SWMREC,2016,LIAS,6361,SARE_6044,8/23/16,35,2,4,Hymenoptera,Apidae,Bombus,fervidus,late
SWMREC,2016,SITE,6362,SARE_6045,8/23/16,35,2,4,Hymenoptera,Apidae,Xylocopa,virginica,late
SWMREC,2016,LEHI2,6364,SARE_6047,8/23/16,35,2,1,Hymenoptera,Megachilidae,Megachile,texana,late
SWMREC,2016,HEST,6365,SARE_6048,8/23/16,35,2,3,Hymenoptera,Apidae,Melissodes,agilis,late
SWMREC,2016,HEST,6366,SARE_6049,8/23/16,35,2,3,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2016,LEHI2,6367,SARE_6050,8/23/16,35,2,2,Hymenoptera,Megachilidae,Anthidium,oblongatum,late
SWMREC,2016,COTR4,6368,SARE_6051,8/23/16,35,2,2,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2016,COTR4,6369,SARE_6052,8/23/16,35,2,2,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2016,COTR4,6370,SARE_6053,8/23/16,35,2,2,Hymenoptera,Apidae,Melissodes,agilis,late
SWMREC,2016,COTR4,6371,SARE_6054,8/23/16,35,2,2,Hymenoptera,Megachilidae,Megachile,rotundata,late
SWMREC,2016,COTR4,6372,SARE_6055,8/23/16,35,2,2,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2016,COTR4,6373,SARE_6056,8/23/16,35,2,2,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2016,COTR4,6374,SARE_6057,8/23/16,35,2,2,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2016,COTR4,6375,SARE_6058,8/23/16,35,2,2,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2016,COTR4,6376,SARE_6059,8/23/16,35,2,2,Hymenoptera,Apidae,Ceratina,mikmaqi,late
SWMREC,2016,COTR4,6377,SARE_6060,8/23/16,35,2,2,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2016,COTR4,6378,SARE_6061,8/23/16,35,2,2,Hymenoptera,Halictidae,Augochlorella,aurata,late
SWMREC,2016,COTR4,6379,SARE_6062,8/23/16,35,2,2,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2016,COTR4,6380,SARE_6063,8/23/16,35,2,2,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2016,COTR4,6381,SARE_6064,8/23/16,35,2,2,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2016,COTR4,6382,SARE_6065,8/23/16,35,2,2,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2016,HEST,6383,SARE_6066,8/23/16,35,2,2,Hymenoptera,Andrenidae,Andrena,aliciae,late
SWMREC,2016,COTR4,6384,SARE_6067,8/23/16,35,2,1,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2016,COTR4,6385,SARE_6068,8/23/16,35,2,1,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2016,COTR4,6386,SARE_6069,8/23/16,35,2,1,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2016,COTR4,6387,SARE_6070,8/23/16,35,2,1,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2016,COTR4,6388,SARE_6071,8/23/16,35,2,1,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2016,COTR4,6389,SARE_6072,8/23/16,35,2,1,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2016,HEST,6390,SARE_6073,8/23/16,35,2,1,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2016,COTR4,6391,SARE_6074,8/23/16,35,2,3,Hymenoptera,Apidae,Xylocopa,virginica,late
SWMREC,2016,COTR4,6392,SARE_6075,8/23/16,35,2,3,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2016,COTR4,6393,SARE_6076,8/23/16,35,2,3,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2016,COTR4,6394,SARE_6077,8/23/16,35,2,3,Hymenoptera,Halictidae,Augochlorella,aurata,late
SWMREC,2016,COTR4,6395,SARE_6078,8/23/16,35,2,3,Hymenoptera,Apidae,Ceratina,mikmaqi,late
SWMREC,2016,COTR4,6396,SARE_6079,8/23/16,35,2,3,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2016,COTR4,6397,SARE_6080,8/23/16,35,2,3,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2016,COTR4,6398,SARE_6081,8/23/16,35,2,3,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2016,COTR4,6399,SARE_6082,8/23/16,35,2,3,Hymenoptera,Apidae,Ceratina,mikmaqi,late
SWMREC,2016,COTR4,6400,SARE_6083,8/23/16,35,2,3,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2016,COTR4,6401,SARE_6084,8/23/16,35,2,3,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2016,COTR4,6402,SARE_6085,8/23/16,35,2,3,Hymenoptera,Apidae,Ceratina,dupla,late
SWMREC,2016,SITE,6403,SARE_6086,8/23/16,35,2,3,Hymenoptera,Apidae,Bombus,citrinus,late
SWMREC,2016,SITE,6404,SARE_6087,8/23/16,35,2,3,Hymenoptera,Apidae,Bombus,citrinus,late
SWMREC,2016,SITE,6405,SARE_6088,8/23/16,35,2,3,Hymenoptera,Apidae,Bombus,citrinus,late
SWMREC,2016,SITE,6406,SARE_6089,8/23/16,35,2,3,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2016,SITE,6407,SARE_6090,8/23/16,35,2,3,Hymenoptera,Apidae,Bombus,vagans,late
SWMREC,2016,SITE,6408,SARE_6091,8/23/16,35,2,3,Hymenoptera,Apidae,Melissodes,melissodes,late
SWMREC,2016,SIIN2,6409,SARE_6092,8/23/16,35,2,3,Hymenoptera,Apidae,Bombus,bimaculatus,late
SWMREC,2016,SIIN2,6410,SARE_6093,8/23/16,35,2,3,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2016,SIIN2,6411,SARE_6094,8/23/16,35,2,3,Hymenoptera,Apidae,Bombus,vagans,late
SWMREC,2016,SIIN2,6412,SARE_6095,8/23/16,35,2,3,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2016,SIIN2,6413,SARE_6096,8/23/16,35,2,3,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2016,SIIN2,6414,SARE_6097,8/23/16,35,2,3,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2016,HEST,6415,SARE_6098,8/23/16,35,2,4,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2016,HEST,6416,SARE_6099,8/23/16,35,2,4,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2016,HEST,6417,SARE_6100,8/23/16,35,2,4,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2016,HEST,6418,SARE_6101,8/23/16,35,2,4,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2016,COTR4,6419,SARE_6102,8/23/16,35,2,4,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2016,COTR4,6420,SARE_6103,8/23/16,35,2,4,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2016,COTR4,6421,SARE_6104,8/23/16,35,2,4,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2016,SITE,6427,SARE_6110,8/23/16,35,2,2,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2016,SITE,6428,SARE_6111,8/23/16,35,2,2,Hymenoptera,Halictidae,Agapostemon,virescens ,late
CRC,2016,COTR4,6429,SARE_6112,8/29/16,36,1,3,Hymenoptera,Halictidae,Halictus,ligatus,late
CRC,2016,COTR4,6433,SARE_6116,8/29/16,36,1,4,Hymenoptera,Apidae,Bombus,impatiens,late
CRC,2016,COTR4,6434,SARE_6117,8/29/16,36,1,4,Hymenoptera,Apidae,Melissodes,melissodes,late
CRC,2016,COTR4,6436,SARE_6119,8/29/16,36,1,1,Hymenoptera,Halictidae,Halictus,ligatus,late
CRC,2016,COTR4,6437,SARE_6120,8/29/16,36,1,1,Hymenoptera,Halictidae,Lasioglossum,versatum,late
CRC,2016,HEST,6440,SARE_6123,8/29/16,36,1,2,Hymenoptera,Halictidae,Halictus,ligatus,late
CRC,2016,HEST,6442,SARE_6125,8/29/16,36,1,3,Hymenoptera,Apidae,Melissodes,agilis,late
CRC,2016,HEST,6443,SARE_6126,8/29/16,36,1,3,Hymenoptera,Andrenidae,Andrena,helianthi,late
CRC,2016,HEST,6444,SARE_6127,8/29/16,36,1,3,Hymenoptera,Apidae,Melissodes,agilis,late
CRC,2016,LIAS,6446,SARE_6129,8/29/16,36,1,1,Hymenoptera,Halictidae,Lasioglossum,sp.,late
CRC,2016,OLRI,6449,SARE_6132,8/29/16,36,2,2,Hymenoptera,Andrenidae,Andrena,simplex,late
CRC,2016,OLRI,6450,SARE_6133,8/29/16,36,2,2,Hymenoptera,Halictidae,Halictus,ligatus,late
CRC,2016,COTR4,6452,SARE_6135,8/29/16,36,2,3,Hymenoptera,Halictidae,Agapostemon,sericeus,late
CRC,2016,COTR4,6454,SARE_6137,8/29/16,36,2,3,Hymenoptera,Halictidae,Lasioglossum,coriaceum,late
CRC,2016,COTR4,6455,SARE_6138,8/29/16,36,2,3,Hymenoptera,Apidae,Ceratina,mikmaqi,late
CRC,2016,HEST,6457,SARE_6140,8/29/16,36,2,2,Hymenoptera,Apidae,Ceratina,mikmaqi,late
CRC,2016,COTR4,6459,SARE_6142,8/29/16,36,2,4,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
CRC,2016,COTR4,6460,SARE_6143,8/29/16,36,2,4,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
CRC,2016,COTR4,6461,SARE_6144,8/29/16,36,2,4,Hymenoptera,Apidae,Ceratina,calcarata,late
CRC,2016,HEST,6463,SARE_6146,8/29/16,36,2,3,Hymenoptera,Apidae,Ceratina,mikmaqi,late
CRC,2016,OLRI,6464,SARE_6147,8/29/16,36,2,4,Hymenoptera,Halictidae,Lasioglossum,hitchensi ,late
CRC,2016,SITE,6467,SARE_6150,8/29/16,36,2,4,Hymenoptera,Apidae,Bombus,fervidus,late
CRC,2016,SITE,6468,SARE_6151,8/29/16,36,2,4,Hymenoptera,Halictidae,Agapostemon,virescens ,late
CRC,2016,SITE,6469,SARE_6152,8/29/16,36,2,4,Hymenoptera,Halictidae,Agapostemon,virescens ,late
CRC,2016,CESTM,6470,SARE_6153,8/22/16,35,1,4,Hymenoptera,Halictidae,Halictus,ligatus,late
CRC,2016,SITE,6472,SARE_6155,8/22/16,35,1,2,Hymenoptera,Apidae,Bombus,impatiens,late
CRC,2016,HEST,6473,SARE_6156,8/22/16,35,1,4,Hymenoptera,Apidae,Melissodes,agilis,late
CRC,2016,HEST,6474,SARE_6157,8/22/16,35,1,4,Hymenoptera,Halictidae,Halictus,ligatus,late
CRC,2016,HEST,6475,SARE_6158,8/22/16,35,1,2,Hymenoptera,Apidae,Melissodes,agilis,late
CRC,2016,HEST,6476,SARE_6159,8/22/16,35,1,2,Hymenoptera,Halictidae,Halictus,ligatus,late
CRC,2016,HEST,6477,SARE_6160,8/22/16,35,1,2,Hymenoptera,Halictidae,Halictus,ligatus,late
CRC,2016,SIIN2,6478,SARE_6161,8/22/16,35,1,2,Hymenoptera,Apidae,Bombus,impatiens,late
CRC,2016,SIIN2,6479,SARE_6162,8/22/16,35,1,2,Hymenoptera,Apidae,Melissodes,druriellus,late
CRC,2016,SIIN2,6480,SARE_6163,8/22/16,35,1,2,Hymenoptera,Apidae,Melissodes,melissodes,late
CRC,2016,SIIN2,6481,SARE_6164,8/22/16,35,1,2,Hymenoptera,Apidae,Melissodes,agilis,late
CRC,2016,COTR4,6483,SARE_6166,8/22/16,35,1,1,Hymenoptera,Halictidae,Halictus,ligatus,late
CRC,2016,CESTM,6484,SARE_6167,8/22/16,35,1,1,Hymenoptera,Apidae,Bombus,impatiens,late
CRC,2016,SIIN2,6486,SARE_6169,8/22/16,35,1,1,Hymenoptera,Apidae,Bombus,impatiens,late
CRC,2016,SIIN2,6487,SARE_6170,8/22/16,35,1,1,Hymenoptera,Apidae,Melissodes,agilis,late
CRC,2016,SIIN2,6490,SARE_6173,8/22/16,35,1,3,Hymenoptera,Apidae,Bombus,impatiens,late
CRC,2016,COTR4,6491,SARE_6174,8/22/16,35,1,3,Hymenoptera,Apidae,Bombus,impatiens,late
CRC,2016,COTR4,6492,SARE_6175,8/22/16,35,1,3,Hymenoptera,Apidae,Bombus,impatiens,late
CRC,2016,COTR4,6493,SARE_6176,8/22/16,35,1,3,Hymenoptera,Apidae,Melissodes,druriellus,late
CRC,2016,COTR4,6494,SARE_6177,8/22/16,35,1,3,Hymenoptera,Apidae,Melissodes,denticulatus,late
CRC,2016,COTR4,6495,SARE_6178,8/22/16,35,1,3,Hymenoptera,Halictidae,Halictus,ligatus,late
CRC,2016,SIIN2,6499,SARE_6182,8/22/16,35,1,4,Hymenoptera,Apidae,Bombus,impatiens,late
CRC,2016,SIIN2,6500,SARE_6183,8/22/16,35,1,4,Hymenoptera,Apidae,Bombus,impatiens,late
CRC,2016,SIIN2,6501,SARE_6184,8/22/16,35,1,4,Hymenoptera,Halictidae,Agapostemon,virescens ,late
CRC,2016,SITE,6502,SARE_6185,8/22/16,35,1,4,Hymenoptera,Apidae,Bombus,impatiens,late
CRC,2016,SITE,6503,SARE_6186,8/22/16,35,1,4,Hymenoptera,Apidae,Melissodes,agilis,late
CRC,2016,COTR4,6505,SARE_6188,8/22/16,35,1,4,Hymenoptera,Halictidae,Halictus,ligatus,late
CRC,2016,ECPU,6507,SARE_6190,8/22/16,35,1,1,Hymenoptera,Megachilidae,Megachile,pugnata ,late
CRC,2016,SITE,6508,SARE_6191,8/22/16,35,1,3,Hymenoptera,Apidae,Bombus,impatiens,late
CRC,2016,COTR4,6509,SARE_6192,8/22/16,35,1,2,Hymenoptera,Halictidae,Halictus,ligatus,late
CRC,2016,COTR4,6510,SARE_6193,8/22/16,35,1,2,Hymenoptera,Halictidae,Halictus,ligatus,late
CRC,2016,SITE,6512,SARE_6195,8/22/16,35,1,1,Hymenoptera,Apidae,Bombus,impatiens,late
CRC,2016,LECA8,6513,SARE_6196,8/22/16,35,1,4,Hymenoptera,Apidae,Bombus,impatiens,late
CRC,2016,HEST,6520,SARE_6203,8/29/16,36,2,4,Hymenoptera,Apidae,Melissodes,agilis,late
CRC,2016,HEST,6523,SARE_6206,8/29/16,36,2,4,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
CRC,2016,OLRI,6530,SARE_6213,8/29/16,36,2,1,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2016,LIAS,6533,SARE_6216,9/7/16,37,1,3,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2016,LIAS,6534,SARE_6217,9/7/16,37,1,3,Hymenoptera,Apidae,Bombus,perplexus,late
SWMREC,2016,OLRI,6537,SARE_6220,9/7/16,37,1,2,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2016,SYSE2,6538,SARE_6221,9/7/16,37,1,3,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2016,SYSE2,6539,SARE_6222,9/7/16,37,1,3,Hymenoptera,Halictidae,Augochlorella,aurata,late
SWMREC,2016,SYSE2,6540,SARE_6223,9/7/16,37,1,3,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2016,SYSE2,6541,SARE_6224,9/7/16,37,1,3,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2016,DAFR6,6542,SARE_6225,9/7/16,37,1,4,Hymenoptera,Apidae,Ceratina,dupla,late
SWMREC,2016,DAFR6,6544,SARE_6227,9/7/16,37,1,3,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2016,SYSE2,6546,SARE_6229,9/7/16,37,1,2,Hymenoptera,Halictidae,Agapostemon,texanus,late
SWMREC,2016,DAFR6,6547,SARE_6230,9/7/16,37,1,2,Hymenoptera,Colletidae,Hylaeus,modestus,late
SWMREC,2016,DAFR6,6548,SARE_6231,9/7/16,37,1,2,Hymenoptera,Halictidae,Halictus,confusus ,late
SWMREC,2016,DAFR6,6549,SARE_6232,9/7/16,37,1,2,Hymenoptera,Halictidae,Halictus,confusus ,late
SWMREC,2016,OLRI,6550,SARE_6233,9/7/16,37,1,1,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2016,SYSE2,6554,SARE_6237,9/7/16,37,1,4,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2016,SYSE2,6556,SARE_6239,9/7/16,37,1,4,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2016,SYSE2,6557,SARE_6240,9/7/16,37,1,4,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2016,LIAS,6558,SARE_6241,9/7/16,37,1,4,Hymenoptera,Apidae,Ceratina,strenua,late
SWMREC,2016,SYSE2,6559,SARE_6242,9/7/16,37,2,4,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2016,SYSE2,6560,SARE_6243,9/7/16,37,2,4,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2016,SYSE2,6561,SARE_6244,9/7/16,37,2,4,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2016,SYSE2,6562,SARE_6245,9/7/16,37,2,4,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2016,SYSE2,6563,SARE_6246,9/7/16,37,2,4,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2016,SYSE2,6564,SARE_6247,9/7/16,37,2,4,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2016,SYSE2,6565,SARE_6248,9/7/16,37,2,4,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2016,SYSE2,6566,SARE_6249,9/7/16,37,2,4,Hymenoptera,Halictidae,Halictus,confusus ,late
SWMREC,2016,SYSE2,6567,SARE_6250,9/7/16,37,2,4,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2016,SYSE2,6568,SARE_6251,9/7/16,37,2,4,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2016,SYSE2,6569,SARE_6252,9/7/16,37,2,4,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2016,OLRI,6570,SARE_6253,9/7/16,37,2,3,Hymenoptera,Andrenidae,Andrena,placata,late
SWMREC,2016,OLRI,6571,SARE_6254,9/7/16,37,2,3,Hymenoptera,Apidae,Ceratina,calcarata,late
